The blog isWorld Travel Guide DevelopmentCurrent site: World Travel Guide Development
Blog ID: 1
Blog Lang: en
Import File: /var/www/columbus-xml/source-data/cities-full-en.xml


 Title, Type, Latitude, Longitude, Address1, Address2, City, Postcode, Website,  Telephone,  Description
 Grand Hyatt Melbourne, Luxury, -37.814854, 144.969692, , 123 Collins Street, Melbourne, 3000, http://www.melbourne.grand.hyatt.com,  + 613 9657 1234.,  <p>This central and luxurious hotel has spacious rooms with inviting king-size beds and cool Italian marble bathrooms. Each room sports a sterling city or river view. The top floors are set aside for Executive Suites  which have superior views and allow guests to access the relaxing Grand Club Lounge. Amenities include a swimming pool  fitness club  cafe  food court  bar and round-the-clock business centre.</p>
 Grand Hotel Melbourne, Moderate, -37.820677, 144.954466, , 33 Spencer Street, Melbourne, 3000, http://www.grandhotelmelbourne.com.au,  + 613 9611 4567.,  <p>True to its name  this whisper-quiet hotel is housed in a magnificent former railway building. The first bricks of the building were laid in 1887 and it served as the railway department headquarters for donkey's years. Located near Spencer Street station  these days it has plush red Pullman carpets in the suites and corridors long enough to drive a train down. This heritage-listed building is one of the most impressive hotels in Melbourne.</p>
 Miami Hotel, Melbourne, Cheap, -37.806098, 144.948545, , 13 Hawke Street, Melbourne, , http://www.themiami.com.au,  + 61 3 9321 2444.,  <p>Located in West Melbourne  with the North Melbourne shopping village close by  Miami Hotel has great facilities for the budget conscious traveller  including wireless broadband  internet kiosks  and free off-street parking. The hotel specialises in group bookings and is described as clean  basic  warm and comfortable through several user reviews.</p>
 The Langham, Luxury, -37.820428, 144.966052, , 1 Southgate Avenue, SouthBank, Melbourne, , http://www.langhamhotels.com/en/the-langham/melbourne,  +613 8696 8888.,  <p>Elegant  refined  warm and welcoming describes the ambience and room decor in this five star SouthBank Promenade located hotel. The Langham is ideally located on the banks of the Yarra (with stunning views across the river) and features all the best Melbourne has to offer right on its doorstep. With a Chuan Spa  exercise facilities  and a noteworthy restaurant – The Melba – there is much to savour at The Langham.</p>
 Hotel Ibis Melbourne, Cheap, -37.806799, 144.961257, Chinatown, 600 Little Bourke Street, Melbourne, 3000, http://www.ibis.com,  +613 9666 0000.,  <p>A reliable budget option located in the heart of Melbourne's Chinatown  Hotel Ibis boasts 121 rooms with comfortable  contemporary and primarily functional interiors. A buffet-style breakfast is served every morning  alongside a 24-hour "Grab it and Go" menu. The hotel also features a fitness centre and an LCD TV in every room.</p>
 Alto Hotel, Moderate, -37.816383, 144.954732, Victoria, 636 Bourke Street, Melbourne, 3000, http://www.altohotel.com.au,  +613 8608 5500.,  <p>Stylish and distinctive rooms offer the latest in contemporary design and comfort  with updated fittings and granite throughout the bathrooms. Guests can enjoy Melbourne's Central Business District and its many restaurants and bars  or relax at Alto's ground floor bar 'A Lounge'  enjoying a drink in front of an open fire. The hotel is also located in Melbourne's new Free Tram Zone  so visitors can travel at no cost around many of the tourist destinations in Melbourne.</p>
 Claremont Guest House, Cheap, -37.839107, 144.993352, South Yarra, 189 Toorak Road, South Yarra, Melbourne, 3141, http://www.hotelclaremont.com,  + 613 9826 8000.,  <p>On the doorstep of trendy Chapel Street  the Claremont Guest House is one of the best cheap hotels in Melbourne. With 24-hour reception  bright and airy rooms  guest laundry facilities  and TVs and phones in each room  you're sure to enjoy your stay. Just 10 minutes from the CBD  and with public transport near the front door  you're never far from the action. It's perfect for the budget traveller with dormitory rooms and shared bathrooms.</p>
 The Larwill Studio, Moderate, -37.795005, 144.949913, Parkville, 48 Flemington Road, Melbourne, 3052, http://www.artserieshotels.com.au/larwill,  + 613 9032 9111,  <p>A part of the Art Series group  this boutique hotel is dedicated to the Australian artist David Larwill. Located in North Melbourne  just a short walk from the CBD  the Larwill comes complete with eclectic artworks and parkland views. The contemporary rooms boast modern fittings  iPod docks  espresso makers  minibars  microwaves and yoga mats for the health conscious. Some of the hotel's highlights include a chic café that serves stellar international fare  as well as a bar and a gym.</p>
 Crown Towers, Luxury, -37.822345, 144.960370, Southbank, 8 Whiteman Street, Melbourne, 3006, http://www.crownmelbourne.com.au/hotels/crown-towers,  +613 9292 6868.,  <p>Stunning views over Port Phillip Bay or the city  and impeccable finishes  greet you as you enter your luxury room or suite. Crown Towers sets the standard for luxury hotels in Melbourne and has been the recipient of several luxury hotel awards. Located a few minutes from the CBD  Crown Towers sits atop the Crown Entertainment Complex with its superb dining and drink establishments  the Crown Casino  high end shopping  cinema and day spa.</p>
 The Woolbrokers Hotel, Cheap, -33.880320, 151.155348, Pyrmont, 22 Allen Street, Sydney, 2009, http://www.woolbrokershotel.com.au,  +61 2 9552 4773,  <p>In the heart of Darling Harbour  Woolbrokers Hotel is located near some of Sydney&rsquo;s main attractions  including the Sydney Aquarium  Harbourside shopping complex  and Sydney Wildlife World. The heritage building has been redesigned with 27 rooms to accommodate groups  families  or solo travellers.</p>
<p>&nbsp;</p>
 King’s Cross Backpackers, Cheap, -33.875899, 151.225487, , 79 Bayswater Road, Sydney, 2011, http://www.kingscrossbackpackers.com.au,  +61 2 9331 0520,  <p>&nbsp;Located in vibrant King&rsquo;s Cross  KXB is popular among travellers looking to be in the heart of Sydney at a cheap price. Newly renovated in 2017  the hostel holds weekly rooftop barbecues  day and night activities  and free breakfast.</p>
 The Downing Hostel, Cheap, -33.876366, 151.208661, , 253 Castlereagh Street, Sydney, 2000, https://thedowninghostel.com.au/,  +61 426 275 695,  <p>This hostel in the Central Business District offers rooms for the budget-minded traveller. Guests can enjoy free laundry services  free WiFi  and discounts at the bar downstairs. The hostel is conveniently located next to Museum railway station  and just a few minutes&rsquo; walk from the Sydney Opera House  Hyde Park  Circular Quay and Darling Harbour.</p>
<p>&nbsp;</p>
 ibis Sydney Darling Harbour Hotel, Moderate, -33.871043, 151.197868, Darling Harbour, 70 Murray Street, Sydney, 2009, http://www.accorhotels.com/gb/hotel-1757-ibis-sydney-darling-harbour/index.shtml,  +61 2 9563 0888,  <p>Centrally located in bustling Darling Harbour  ibis offers 256 modern and comfortable rooms  with views of the suburb of Pyrmont  the Sydney skyline  or the harbour itself. The hotel&rsquo;s built-in-restaurant offers an international buffet for breakfast and classic bistro food for dinner. For an evening drink  the bar provides access to an outdoor terrace overlooking the harbour.</p>
<p>&nbsp;</p>
 Cambridge Hotel, Moderate, -33.880228, 151.213946, Surry Hills, 212 Riley Street, Sydney, 2010, http://www.cambridgehotel.com.au,  +61 2 9212 1111.,  <p>Close to the restaurant and shopping areas of Oxford and Crown Streets is this moderately priced hotel with 149 modern rooms and an on-site Italian restaurant. Adjacent to the hotel is an area that used to be a notorious no-go zone in the 1920s  frequented by the city&rsquo;s worst criminals.</p>
 Park Hyatt, Luxury, -33.855635, 151.209827, The Rocks, 7 Hickson Road, Sydney, , http://www.sydney.park.hyatt.com,  +61 2 9256 1234.,  <p>Occupying a unique position on the water's edge of Sydney's Harbour  The Park Hyatt has a wide range of rooms to choose from all offering deluxe amenities including shoeshine  turndown  robes  gym access and 24-hour butler service. The hotel's restaurant  the Harbour Kitchen &amp; Bar  offers incredible views of the harbour and opera house through floor-to-ceiling folding glass doors. This Sydney hotel also features a spa  fitness centre and rooftop swimming pool.</p>
 Four Seasons, Luxury, -33.861682, 151.207654, The Rocks, 199 George Street, Sydney, 2000, http://www.fourseasons.com/sydney,  +61 2 9250 3100.,  <p>The original luxe Sydney hotel  the Four Seasons boasts one of the best views around. Located in the historic Rock&rsquo;s area  overlooking the Opera House and the Sydney Harbour Bridge  the hotel&rsquo;s 531 luxurious guestrooms and suites all feature a 42- inch LCD television  iPod/MP3 player connectivity and wireless internet access. The spa is one of the best in the city and facilities include steam  sauna and Sydney&rsquo;s largest heated outdoor pool.</p>
 Ovolo Woolloomooloo, Luxury, -33.866654, 151.223636, Woolloomooloo, 6 Cowper Wharf Road, Sydney, , http://www.ovolohotels.com.au/ovolowoolloomooloo,  +61 2 9331 9000.,  <p>One of the most boldly conceived hotels in Sydney  Ovolo Woolloomooloo (formerly Taj BLUE Hotel) occupies the renovated interior of an old loading wharf  jutting out into the harbour at Woolloomooloo Bay. Retaining the original exterior and many of the interior beams  the refit is an ingenious exercise in industrial chic. Business travellers are well catered for with luxury meeting spaces with amenities such as AV equipment  TV screens  and other high tech features.</p>
<p>&nbsp;</p>
 Kirketon Hotel, Moderate, -33.876779, 151.220800, Darlinghurst, 229 Darlinghurst Road, Sydney, 2010, http://www.kirketon.com.au,  +61 2 9332 2011.,  <p>Situated in Darlinghurst  the Kirketon Hotel is an intimate  40-room boutique hotel set amid the bustling restaurant and nightclub district. Home to an award-winning bar and the Fu Manchu Asian restaurant  this is a stylish property featuring gold tones  caramel hues  free internet access and plush rain-effect showers.</p>
 Metro Hotel, Moderate, -27.465309, 153.022914, , 239 Wickham Terrace, Brisbane, 4000, http://www.metrohotels.com.au,  1800 00 4321,  <p>Situated in the heart of Queensland Business District  this hotel provides easy access to all parts of the city  with free Spring Hill and City loop buses that depart from outside the hotel. The building overlooks Wickham Park and its heritage-listed Old Windmill Tower. Standard rooms offer private balconies and free Wifi  among other modern amenities.</p>
 Rydges South Bank Brisbane, Luxury, -27.477073, 153.020317, South Bank, 9 Glenelg Street, Brisbane, 4101, http://www.rydges.com/southbank,  +61 7 3364 0800.,  <p>With a South Bank postcode  this modern hotel is ideally placed for art aficionados and culture buffs. Rooms are elegant without being fussy and the high-end options feature private balconies with views over the Brisbane River and city skyline. There are 304 rooms  including 64 one-bedroom suites. A gymnasium  spa and sauna are among the in-house attractions.</p>
 Annie's Shandon Inn, Cheap, -27.464280, 153.024928, , 405 Upper Edward Street, Brisbane, 4000, http://www.anniesbrisbane.com,  +61 7 3831 8684.,  <p>This centrally located B&B is quirky  eccentric and definitely one of a kind. It has been welcoming guests for more than 120 years and room rates include continental breakfast. Decorated in pastel pinks and baby blues  the 15 double rooms and four single rooms have somewhat kitsch décor – but this is one of the best deals in town.</p>
